1,-7
2,-7
5.5,-7
11,-7
6,-8
9,-8
12,-8
18,-8
24,-8
36,-8
48,-8
54,-8
mcs0,-10
mcs1,-10
mcs2,-10
mcs3,-10
mcs4,-10
mcs5,-10
mcs6,-10
mcs7,-10
